text,review_sentiment
"normal
Comprei o produto chave canivete para Logan. Mas o produto que me enviaram foi a chave comum. Não vou solicitar a troca por o produto vai me atender. Mas faltou a atenção no ato de enviar o produto.",NEUTRAL
"normal
Muito boa compra",POSITIVE
"normal
Entrega Rápida e produto de qualidade.",NEUTRAL
"normal
Tá faltando ainda a película para o Notebook, o pedido foram 3 coisas, recebi a bolsa para Notebook, a mesa, mas tá faltando a película. Porém sei perfeitamente que ainda tá no prazo para receber.",NEUTRAL
"EXCELENTE
lannister NOTA 1.000",POSITIVE
"Eu quero saber cadê mprod
Eu só quero saber cadê meu pedido que não chegou ainda ? Pois já venceu o prazo",NEGATIVE
"normal
Recebimento antes,do prazo adorei o produto",NEUTRAL
"normal
Péssimo e gosto horrível! Impossível de beber , não desolve! Me sinto arrependida! lannister usei só 1scop gostaria de trocar não faz 7 dias q comprei, tem jeito ?
",NEGATIVE
"normal
produto mal acabado,deixa muito a desejar,qualidade do tecido ruim",NEGATIVE
"Péssima qualidade
A pintura da placa é de péssima qualidade. Após manuseio para instalação, as bordas começaram a descascar. A impressão é borrada, sem nitidez, não corresponde à foto de apresentação. Não recomendo.",NEGATIVE
"Satisfeito
O produto foi entregue pontualmente.",POSITIVE
"Maravilhosa a qualidade
Muito boa a cadeira, ótima qualidade,e clara a explicação pra montagem.
",POSITIVE
"elogio
produto muito bom e bem feito. Recebi muito bem embalado. Super recomendo.",POSITIVE
"normal
Solicitar aos Correios que deixem um aviso na caixa de correio, como nos países de primeiro mundo. Assim to.aremos ciência de que tem uma encomenda pendentejjhhh",NEUTRAL
"normal
ja reclamei varias vezes e ate hoje não sei onde foi parar o produto que comprei. quero cancelar esta compra e quero meu dinheiro de volta.",NEGATIVE
"normal
UM DOS PRODUTOS (ENTREGA02) COMPRADOS NESTE PEDIDO NAO RECEBI AINDA E OUTRO (ENTREGA01) RECEBI EMAIL QUE ESTA COM DIFICULDADES NA ENTREGA E NÃO TIVE MAIS NOTICIAS ",NEGATIVE
"normal
Produto ótimo. De ótima qualidade. Meus felinos adoram.",POSITIVE
"normal
produto mt bom,excelente.",POSITIVE
"normal
Adoramos muito ",NEUTRAL
"normal
A caixa chegou totalmente amassada, por sorte eram mochilas, se fosse outro produto poderia ter chegado danificado...",NEUTRAL
"normal
Vendedor muito eficiente. Recomendo!",POSITIVE
"normal
Já conhecia o produto e as lojas lannister on line, mas foi a primeira vez com a targaryen.
Não tenho nada do que reclamar, gostei e recomendo.
",NEUTRAL
"normal
Excelente",POSITIVE
"normal
Prazo de entrega enorme, produto não entregue e nenhum contato com explicação.",NEGATIVE
"super recomendado
Me surpreendi. Estava com medo de comprar por causa da má fama da lannister.com

Agora voltarei a comprar no site. ",POSITIVE
"normal
nao recebi o produto",NEGATIVE
"Recomendo
Entrega dentro do prazo.",POSITIVE
"normal
Essa cortina não veio com as demais:Cortina Voil Branca 8,00x2,80 Forro Microfibra Ilhós Cromado Branco",NEUTRAL
"normal
Muito bom o stark super indico",NEUTRAL
"normal
Produto conforme anunciado. Chegou dentro do prazo, muito bem embalado. Recomendo a loja parceira.",POSITIVE
"Loja Americana É Culpada
eu comprei no site da americana e pensei que a entrega seria feita igual foi da minha compra anterior (hot wheels) mas foi um engano, vão os senhores olhar o dia de despacho e verifiquem a data de hj.",NEGATIVE
"Produto
A capa carteira veio correto,mas a película de vidro veio menor do que o aparelho.",NEUTRAL
"Insatisfeito 
Comprei a cadeira com a previsão de entrega de 2 semanas, já fazem mas de 30 dias e nada da cadeira. Comprei a mesma cadeira em outro site para uma amiga, ela recebeu com 20 dias e eu a minha nada",NEGATIVE
"normal
Produto entregue nao confere com o anunciado...me entregaram um produto. Totalmete diferente..der outra marca....",NEGATIVE
"Boa compra
Gostei da capa do Xbox",POSITIVE
"Amei ;)
Relógio rosé lindo e robusto, um pouco pesado em relação aos relogios de outras marcas similares ao tamanho, muito bem embalado. Cx de madeira, NF é garantia incluso.recomendo",POSITIVE
"normal
Amei simples assim!!!",NEUTRAL
"Vcs sao 10
Parabens..",NEGATIVE
"normal
Não recomendo pois não entregaram o meu pedido já estou pagando a segunda fatura do meu cartão e não recebir o meu produto estou tratando com meu advogado é uma furada não recomendo",NEGATIVE
"normal
Produto excelente! Chegou bem antes do prazo dado no site! Recomendo ",POSITIVE
"normal
Estou aguardando meu produto chegar está em atraso! 
Mas já recebi outro produto antes queria saber porque esse não chegou? ",NEUTRAL
"normal
Só achei ruim ter pago o frete, e ter que buscar no correio, se continuar deste jeito quero meu frete de volta.",NEUTRAL
"normal
produto entregue antes do prazo",NEUTRAL
"Super recomento
o produto é exatamente como mostrado no site. Super pratico e resistente para o que indicado. A entrega foi feita bem antes do prazo estipulado.",POSITIVE
"normal
Excelente vendedor, rápido no envio do produto, com certeza farei mais compras neste vendedor. ",POSITIVE
"lannister.COM
produto entregue no prazo e igual ao anuncio! recomendo! top!!!!",POSITIVE
"normal
Gostei muito do produto",NEUTRAL
"normal
Cumpre o prometido produto d qualidade",NEUTRAL
"normal
PRODUTO COM UM OTIMO CUSTO BENEFICIO, INDICO A COMPRA A TODOS",NEUTRAL
"normal
meu produto veio com a lampada quebrada estou esperando o retorno do baratheon",NEUTRAL
"Muito Boa 
Meu produto veio falta peças ",POSITIVE
"normal
O produto é de boa qualidade, muito bem feito. Mas é um pouco maior que o tamanho descrito, fica um pouco grande para 15,6. Sobra dos lados mas nada que não dê para usar",NEUTRAL
"normal
Entrega rápida, produto ótimo!",NEUTRAL
"Tudo ótimo! 
normal",NEGATIVE
"normal
Produto está em conformidade com o esperado e dentro da qualidade",NEUTRAL
"normal
Excelente preço. Atendimento no prazo.",NEUTRAL
"normal
Adoro compra nesse site vem do jeito que é nas fotos ",NEUTRAL
"normal
Abri uma solicitação pra devolver o produto pois não veio do tamanho que necessito.",NEGATIVE
"normal
Chegou no prazo ok",NEUTRAL
"normal
acredito que poderia servir como uma tampa que levanta na frente e fica fixa no fundo.",NEUTRAL
"normal
Muito bom produto entregue antes do prazo e funciona muito bem",POSITIVE
"normal
Muito bom, Tenho pena que vocês não enviam para o Norte do Brasil.",NEUTRAL
"normal
OTIMA, OS PRODUTOS CHEGAM PERFEITOS E SEMPRE NO PRAZO, A UNICA COISA QUE ACHO CARO E O FRETE.",NEUTRAL
"Dez
Ótimo ",NEGATIVE
"normal
gostei muito tenho uma retficação meu nome correto é Maria Faraildes Santos",NEUTRAL
"normal
Eu gostei do produto entre.",NEUTRAL
"normal
As vezes encontro problemas com os parceiros do stark que prometem uma data de entrega e não cumprem, mas nesse caso a targaryen está de parabéns. Recebi a encomenda antes do prazo prometido. ",NEUTRAL
"normal
Pela demora não recomendo a loja,pois já faz um que comprei e não me enviaram ainda e nem uma satisfação me deram.",NEGATIVE
"Atraso na entrega 
Quero saber porque tanto atraso na minha encomenda, porque deram previsão de entrega para o dia 23/4 até hoje nada",NEGATIVE
"produto é uma replica
em nenhum momento do anuncio o vendedor expôs que o produto era uma replica de primeira linha",NEGATIVE
"normal
Satisfeito com o prazo de entrega.",NEUTRAL
"Comprei 02, recebi 01
normal",NEUTRAL
"normal
Muita demora na entrega. ",NEUTRAL
"normal
Entrega foi bem ágil, nenhum problema durante boa processo de compra.",POSITIVE
"normal
O produto foi entregue antes do prazo. Ótima compra",NEUTRAL
"normal
serviço feito. padrão. como deve ser sempre.",NEUTRAL
"normal
mandei por e-mail a informação de que recebi a voltagem errada e NINGUÉM ME DEU RETORNO. Inclusive enviei um numero de celular mas infelizmente a empresa não retornou.",NEGATIVE
"recomendo 
A imagem da pintura é perfeita, igualzinha do anúncio. Porém, achei o material pouco resistente e não tem acabamento nas bordas das peças. Mas é lindo!",NEUTRAL
"normal
Comprei o produto dia em inicio de março e não recebi no prazo abrindo até um protocolo para resolverem minha situação",NEUTRAL
"normal
Já comprei diversas vezes e sempre recebi tudo corretamente e muito rápido. Eu recomendo. Loja de confianca. Nota 10!",POSITIVE
"normal
Deveria melhorar o prazo. Demora muito tempo para entregar a mercadoria. O produto permaneceu alguns dias parado e já podia ter sido encaminhado.",NEUTRAL
"normal
Comprei para adaptar um aspirador de pó veicular 12v em uma tomada elétrica 110v mas o aspirador não funciona.",NEUTRAL
"normal
Satisfeito produto chegou antes do prazo",NEUTRAL
"4
normal",NEUTRAL
"normal
Estou satisfeita ",NEUTRAL
"normal
ainda nao testei mais irei fazer o teste do produto,tenho boas recomendacoes sobre o tal.",NEUTRAL
"Muito Bom
Correu todo como esperado. O que foi ridículo, foi entregue os 4 produtos ( caixinhas 5x7) em 4 caixas grandes de 15x10. Todos da mesma loja.

",POSITIVE
"Muito bom 
Estao de parabens, tudo certinho ",POSITIVE
"Aguardando o desfecho.
Ainda não tenho totalmente como avaliar a loja, uma vez que o produto foi entregue muito quebrado e não sei como será solucionado o problema.",NEGATIVE
"normal
Entrega no prazo, produto de acordo com o pedido, excelente",POSITIVE
"normal
AINDA NÃO RECEBI A MERCADORIA",NEUTRAL
"normal
Produto recebido conforme contratado.",NEUTRAL
"normal
otimo recomendo",NEUTRAL
"normal
muito satisfeita com a compra e o produto, entrega super rapida chegou antes da data prevista e com otima qualidade e super bonito , tudo conforme estava no anuncio valeu muito apena ter comprado .",POSITIVE
"Muito bom
Chegou antes do prazo,bem embalado e como esperava",POSITIVE
"normal
muito bom",NEUTRAL
"Muito bonito.
Produto bom ",POSITIVE
"normal
Produto ótimo e entrega correta.
Recomendo!",POSITIVE
"normal
Comprei bem adiantado pois era o presente de aniversário do meu sobrinho e não chegou a loja entreou em contato apenas 1 vez e não me respondeu mais. ",NEUTRAL
"recomendo
ainda não usei mais recomendo 
",POSITIVE
"normal
Nessa compra não etendi!! eu tentei realizar compra do HD juntamente com a capa o cartão aprovou a compra somente da CAPA. O site pd ter me ligado para cancelar a compra do produto menor",NEGATIVE
"normal
Estou muito satisfeita ",POSITIVE
"Recomendo 
Recebi o produto antes do esperado, gostei dos três itens, o material é bom e a cor é a mesma que eu queria. Uma das fronhas veio com a costura já desfiando, por isso não é 5 estrelas.",POSITIVE
"normal
Fiz a compra de uma cabo para HD externo de 80 cm, mas me enviaram um com 50cm e ainda por cima consta na nota que o babo é de 80cm!",NEUTRAL
"normal
Entregaram direito porém o correio n entregou em minha casa",NEGATIVE
"normal
produto lindo, qualidade excelente e de facil colocação",POSITIVE
"normal
Produto muito bom , recebi bem antes do prazo , gostei muito e recomendo.",POSITIVE
"Ótimo 
Muito bom o atendimento recomendado estou muito satisfeito ",POSITIVE
"normal
recomendo",NEUTRAL
"normal
Chegou muito Rápido, apenas 3 dias!!!!",NEGATIVE
"Muito bom!!
normal",POSITIVE
"normal
A película é ruim de péssima qualidade e não é só tamanho certo do celular",NEGATIVE
"normal
Menor do que imaginava a foto demonstra que maior mas ficou bonitinho ",NEUTRAL
"normal
Apesar de não ser profissional, o produto atende bem a pequenos reparos em casa, além do preço ser muito bom. ",NEUTRAL
"normal
poderia melhorar o preço de restante ótimo.",NEUTRAL
"normal
Ainda não recebi minha mercadoria está parada na unidade de tratamento de Cajamar SP desde o dia 06/03/2018 como devo proceder?",NEGATIVE
"normal
Entrega antes do prazo previsto, produto simples, mas dentro das especificações e com preço justo.",NEUTRAL
"Péssima
Preciso fazer a troca e não tem ninguém que me dê o suporte para me auxiliar.
No site não estou conseguindo.",NEGATIVE
"normal
Produto chegou em perfeitas condições, antes do previsto. Recomendo",POSITIVE
"normal
Esperei o produto e nada.",NEGATIVE
"Pura enganação
lannister possui parceiros que são de confiança, sendo assim , não contem mais comigo!",POSITIVE
"normal
mto bom",NEUTRAL
"Não recebi o produto 
Além de não chegar no prazo não consigo rastrear ..
Só diz que há dificuldades na íntregra e mas nada !",NEGATIVE
"normal
falta 1 pendente, paguei por 2 e chegou 1",NEGATIVE
"normal
O produto não foi entregue, houve a necessidade de retirar nos correios",NEGATIVE
"normal
Gostei e funciona bem!
A entrega foi rápida.",POSITIVE
"Otimo
Gosto muito de trabalhar com Empresas que cumprem o que prometeu!",POSITIVE
"normal
Recomendo.

",NEUTRAL
"normal
Muito lindo pessoalmente, dá até dó de jogar com ele e deixa de enfeite.",NEGATIVE
"normal
Gostei chegou rapidinho",NEUTRAL
"normal
Gostei e entregou rapidinho",NEUTRAL
"normal
Comprei 5 cobertores de microfibra, no qual recebi apenas 3,ficaram faltando 2, gostaria de saber se vão fazer o estorno do valor, ou vão reenviar o produto. ",NEUTRAL
"Produto de qualidade! 
Compromisso com o cliente e qualidade no produto resumem essa compra. ",POSITIVE
"Otimo
Muito bom o produto",POSITIVE
"normal
E veio 1 só pedi 2 produtos",NEGATIVE
"normal
Recomendo.",NEUTRAL
"normal
Comprei e paguei por dois produtos iguais e só recebi um. ",NEGATIVE
"normal
parabens, espero fazer outras compras.",NEUTRAL
"normal
Também ligar para o cliente quando for preciso",NEUTRAL
"normal
produto entregue totalmente diferente do comprado",NEUTRAL
"normal
Comprei o modelo Master (com prateleira) e me enviaram o Standard (sem). Solicitei cancelamento e devolução ",NEGATIVE
"Excelente! 
O prazo para entrega era de 14 dias úteis, chegou em 2 dias! Muito bom! ",POSITIVE
"normal
Recomendo o produto está correto já testei está funcionando ok",NEUTRAL
"Super recomendo
normal",POSITIVE
"Já solicitei a devolução 
Produto enviado é falaificado",NEGATIVE
"normal
Ótimo entregue Rapidão tudo perfeito.Amei!!!",NEUTRAL
"super recomendado
ainda não testei se realmente graça em couro. finalidade pelo qual foi comprado. mas creio que não vou ter problema por isso já antecipo que esta tudo ótimo começando pela entrega bem antes ",POSITIVE
"normal
Achei que demora muita pra entregar",NEUTRAL
"normal
não receci todas as peças compradas, somente metade das peças compradas",NEGATIVE
"normal
recebi certinho e antes do prazo
",NEUTRAL
"super recomendo
ótima loja, só está em atraso comigo na entrega do sofá de canto. Que espero receber em breve.",POSITIVE
"normal
Não recebi o produto ainda, consta que está nos Correios mas ainda não chegou na unidade para retirar .... Aguardando instruções .... ",NEGATIVE
"normal
Ótimo brinquedo",NEUTRAL
"normal
A imagem do produto estava incluso o aparador, mas veio apenas a máquina com as demais peças sem o aparador. ",NEUTRAL
"boa 
top ",POSITIVE
"normal
Pela experiencia de compras no Mercado Livre, acho que a entrega via Correios poeria ser mais rápida(postagem).",NEUTRAL
"normal
Produto novo de excelente qualidade chegou tudo certinho, dentro do prazo",NEUTRAL
"normal
Pedi cor azul marinho e veio cor preta. Tudo bem, é quase igual, né? Deixa pra lá, porque para trocar esta bolsa vai me dar muito trabalho, mas para uma compra de grande valor não vale a pena.",NEUTRAL
"Me entregaram o produto e
Quero a troca do produto por favor",NEGATIVE
"normal
Parabens, recebi o produto em perfeito estado e no prazo.",NEUTRAL
"normal
Entrega realizada quase dois meses após a data prevista. 
",NEUTRAL
"Ótimo
Ótimo produto, recomendo, chegou antes do prazo",POSITIVE
"normal
Entregue antes da data. A máscara banho de verniz é ótima. Ótimo custo benefício.",NEUTRAL
"Muito bom
Gostei nada a reclamar ",POSITIVE
"normal
O produto foi entregue antes do prazo! Parabéns!",NEUTRAL
"normal
Recebi bem antes do prazo. Produto lindo !!!!",NEUTRAL
"Ótima cinta
Material muito bom. Design robusto . Cumpre o que promete.",POSITIVE
"Otimo
Super recomendo .",POSITIVE
"normal
Gostaria de saber o motivo do não recebimento do produto que paguei.",NEUTRAL
"ótima compra
qualidade ótima",POSITIVE
"normal
Recebi antes do prazo e em ótimas condições. O produto igual a descrição
Amei, facilita a vida ",NEUTRAL
"normal
Exatamente o produto que eu queria, entregue antes do prazo.",NEUTRAL
"normal
Não me entregaram os produtos ",NEGATIVE
"normal
Produto excelente!!",POSITIVE
"normal
Gostei",NEUTRAL
"normal
O produto chegou no prazo, é um boneco bem bonito. ",NEUTRAL
